ts,value,host,itemkey
1755534204,0.451309,Mysql Server,"system.cpu.util[,system]"
1755534264,0.491839,Mysql Server,"system.cpu.util[,system]"
1755534324,0.410266,Mysql Server,"system.cpu.util[,system]"
1755534384,0.391373,Mysql Server,"system.cpu.util[,system]"
1755534444,0.335613,Mysql Server,"system.cpu.util[,system]"
1755534504,0.313336,Mysql Server,"system.cpu.util[,system]"
1755534564,0.314461,Mysql Server,"system.cpu.util[,system]"
1755534624,0.318786,Mysql Server,"system.cpu.util[,system]"
1755534684,0.336869,Mysql Server,"system.cpu.util[,system]"
1755534744,0.311131,Mysql Server,"system.cpu.util[,system]"
1755534804,0.311908,Mysql Server,"system.cpu.util[,system]"
1755534864,0.312026,Mysql Server,"system.cpu.util[,system]"
1755534924,0.321575,Mysql Server,"system.cpu.util[,system]"
1755534984,0.316059,Mysql Server,"system.cpu.util[,system]"
1755535044,0.298641,Mysql Server,"system.cpu.util[,system]"
1755535104,0.314785,Mysql Server,"system.cpu.util[,system]"
1755535164,0.318804,Mysql Server,"system.cpu.util[,system]"
1755535224,0.314465,Mysql Server,"system.cpu.util[,system]"
1755535516,0.525652,Mysql Server,"system.cpu.util[,system]"
1755535524,0.639036,Mysql Server,"system.cpu.util[,system]"
1755535584,0.451708,Mysql Server,"system.cpu.util[,system]"
1755535644,0.919534,Mysql Server,"system.cpu.util[,system]"
1755535704,0.382169,Mysql Server,"system.cpu.util[,system]"
1755535764,0.306381,Mysql Server,"system.cpu.util[,system]"
1755535824,0.3063,Mysql Server,"system.cpu.util[,system]"
1755535884,0.3036,Mysql Server,"system.cpu.util[,system]"
1755535944,0.322576,Mysql Server,"system.cpu.util[,system]"
1755536004,0.289653,Mysql Server,"system.cpu.util[,system]"
1755536064,0.298063,Mysql Server,"system.cpu.util[,system]"
1755536234,0.387257,Mysql Server,"system.cpu.util[,system]"
1755536244,0.530511,Mysql Server,"system.cpu.util[,system]"
1755536304,0.681714,Mysql Server,"system.cpu.util[,system]"
1755536364,0.924029,Mysql Server,"system.cpu.util[,system]"
1755536424,0.628607,Mysql Server,"system.cpu.util[,system]"
1755536484,0.606509,Mysql Server,"system.cpu.util[,system]"
1755536544,0.560858,Mysql Server,"system.cpu.util[,system]"
1755536604,0.638343,Mysql Server,"system.cpu.util[,system]"
1755536664,0.875439,Mysql Server,"system.cpu.util[,system]"
1755536724,0.98503,Mysql Server,"system.cpu.util[,system]"
1755536784,0.690285,Mysql Server,"system.cpu.util[,system]"
1755536844,0.606566,Mysql Server,"system.cpu.util[,system]"
1755536904,0.673405,Mysql Server,"system.cpu.util[,system]"
1755536964,0.950085,Mysql Server,"system.cpu.util[,system]"
1755537024,0.731817,Mysql Server,"system.cpu.util[,system]"
1755537084,0.470169,Mysql Server,"system.cpu.util[,system]"
1755537144,0.706434,Mysql Server,"system.cpu.util[,system]"
1755537204,0.57744,Mysql Server,"system.cpu.util[,system]"
1755537264,0.707863,Mysql Server,"system.cpu.util[,system]"
1755537324,0.666332,Mysql Server,"system.cpu.util[,system]"
1755537384,0.736786,Mysql Server,"system.cpu.util[,system]"
1755537445,1.126209,Mysql Server,"system.cpu.util[,system]"
1755537504,0.789562,Mysql Server,"system.cpu.util[,system]"
1755537564,0.8514,Mysql Server,"system.cpu.util[,system]"
1755537624,0.830544,Mysql Server,"system.cpu.util[,system]"
1755537684,1.82,Mysql Server,"system.cpu.util[,system]"
1755537744,3.85752,Mysql Server,"system.cpu.util[,system]"
1755537804,1.708328,Mysql Server,"system.cpu.util[,system]"
1755537864,0.699689,Mysql Server,"system.cpu.util[,system]"
1755537924,0.759713,Mysql Server,"system.cpu.util[,system]"
1755537984,0.963249,Mysql Server,"system.cpu.util[,system]"
1755538044,0.796887,Mysql Server,"system.cpu.util[,system]"
1755538104,0.599635,Mysql Server,"system.cpu.util[,system]"
1755538164,0.62922,Mysql Server,"system.cpu.util[,system]"
1755538224,0.692818,Mysql Server,"system.cpu.util[,system]"
1755538284,0.54524,Mysql Server,"system.cpu.util[,system]"
1755538344,3.842668,Mysql Server,"system.cpu.util[,system]"
1755538404,0.653141,Mysql Server,"system.cpu.util[,system]"
1755538464,0.514164,Mysql Server,"system.cpu.util[,system]"
1755538524,0.886197,Mysql Server,"system.cpu.util[,system]"
1755538584,0.692636,Mysql Server,"system.cpu.util[,system]"
1755538644,0.614931,Mysql Server,"system.cpu.util[,system]"
1755538704,0.696406,Mysql Server,"system.cpu.util[,system]"
1755538764,2.519388,Mysql Server,"system.cpu.util[,system]"
1755538824,0.690577,Mysql Server,"system.cpu.util[,system]"
1755538884,0.662065,Mysql Server,"system.cpu.util[,system]"
1755538944,0.56695,Mysql Server,"system.cpu.util[,system]"
1755539004,0.763497,Mysql Server,"system.cpu.util[,system]"
1755539064,0.54811,Mysql Server,"system.cpu.util[,system]"
1755539124,0.529403,Mysql Server,"system.cpu.util[,system]"
1755539184,0.533763,Mysql Server,"system.cpu.util[,system]"
1755539244,0.590233,Mysql Server,"system.cpu.util[,system]"
1755539304,0.637909,Mysql Server,"system.cpu.util[,system]"
1755539364,0.805238,Mysql Server,"system.cpu.util[,system]"
1755539424,0.494009,Mysql Server,"system.cpu.util[,system]"
1755539484,0.59398,Mysql Server,"system.cpu.util[,system]"
1755539544,0.765564,Mysql Server,"system.cpu.util[,system]"
1755539604,0.601629,Mysql Server,"system.cpu.util[,system]"
1755539664,0.656824,Mysql Server,"system.cpu.util[,system]"
1755539724,2.279162,Mysql Server,"system.cpu.util[,system]"
1755539784,1.403082,Mysql Server,"system.cpu.util[,system]"
1755539844,0.619789,Mysql Server,"system.cpu.util[,system]"
1755539904,0.727445,Mysql Server,"system.cpu.util[,system]"
1755539964,0.609977,Mysql Server,"system.cpu.util[,system]"
1755540024,0.777191,Mysql Server,"system.cpu.util[,system]"
1755540084,0.656321,Mysql Server,"system.cpu.util[,system]"
1755540144,2.275012,Mysql Server,"system.cpu.util[,system]"
1755540204,0.586548,Mysql Server,"system.cpu.util[,system]"
1755540264,0.603591,Mysql Server,"system.cpu.util[,system]"
1755540324,0.323205,Mysql Server,"system.cpu.util[,system]"
1755540384,0.359409,Mysql Server,"system.cpu.util[,system]"
1755540444,0.572081,Mysql Server,"system.cpu.util[,system]"
1755540504,0.637556,Mysql Server,"system.cpu.util[,system]"
1755540564,0.414909,Mysql Server,"system.cpu.util[,system]"
1755540624,0.423693,Mysql Server,"system.cpu.util[,system]"
1755540684,0.360754,Mysql Server,"system.cpu.util[,system]"
1755540744,0.627296,Mysql Server,"system.cpu.util[,system]"
1755540804,0.40322,Mysql Server,"system.cpu.util[,system]"
1755540864,0.446553,Mysql Server,"system.cpu.util[,system]"
1755540924,0.328307,Mysql Server,"system.cpu.util[,system]"
1755540984,0.276893,Mysql Server,"system.cpu.util[,system]"
1755541044,0.40206,Mysql Server,"system.cpu.util[,system]"
1755541104,2.201285,Mysql Server,"system.cpu.util[,system]"
1755541164,0.353155,Mysql Server,"system.cpu.util[,system]"
1755541224,0.310343,Mysql Server,"system.cpu.util[,system]"
1755541284,0.337909,Mysql Server,"system.cpu.util[,system]"
1755541344,0.356678,Mysql Server,"system.cpu.util[,system]"
1755541404,0.374794,Mysql Server,"system.cpu.util[,system]"
1755541464,0.303351,Mysql Server,"system.cpu.util[,system]"
1755541524,0.339142,Mysql Server,"system.cpu.util[,system]"
1755541584,0.348982,Mysql Server,"system.cpu.util[,system]"
1755541644,0.345245,Mysql Server,"system.cpu.util[,system]"
1755541704,1.61937,Mysql Server,"system.cpu.util[,system]"
1755541764,1.823829,Mysql Server,"system.cpu.util[,system]"
1755541824,0.310167,Mysql Server,"system.cpu.util[,system]"
1755541884,0.871512,Mysql Server,"system.cpu.util[,system]"
1755541944,2.007873,Mysql Server,"system.cpu.util[,system]"
1755542004,0.445786,Mysql Server,"system.cpu.util[,system]"
1755542064,0.290714,Mysql Server,"system.cpu.util[,system]"
1755542124,0.361128,Mysql Server,"system.cpu.util[,system]"
1755542184,0.412144,Mysql Server,"system.cpu.util[,system]"
1755542244,0.911159,Mysql Server,"system.cpu.util[,system]"
1755542304,0.269924,Mysql Server,"system.cpu.util[,system]"
1755542364,0.320205,Mysql Server,"system.cpu.util[,system]"
1755542424,0.278251,Mysql Server,"system.cpu.util[,system]"
1755542484,0.322122,Mysql Server,"system.cpu.util[,system]"
1755542544,0.9944,Mysql Server,"system.cpu.util[,system]"
1755542604,0.316108,Mysql Server,"system.cpu.util[,system]"
1755542664,0.307697,Mysql Server,"system.cpu.util[,system]"
1755542724,0.316729,Mysql Server,"system.cpu.util[,system]"
1755542784,0.350459,Mysql Server,"system.cpu.util[,system]"
1755542844,1.409755,Mysql Server,"system.cpu.util[,system]"
1755542904,0.307774,Mysql Server,"system.cpu.util[,system]"
1755542964,0.391561,Mysql Server,"system.cpu.util[,system]"
1755543024,0.32488,Mysql Server,"system.cpu.util[,system]"
1755543084,0.375745,Mysql Server,"system.cpu.util[,system]"
1755543144,0.42352,Mysql Server,"system.cpu.util[,system]"
1755543204,0.318711,Mysql Server,"system.cpu.util[,system]"
1755543264,0.546947,Mysql Server,"system.cpu.util[,system]"
1755543324,0.469289,Mysql Server,"system.cpu.util[,system]"
