triggerid,description,priority,lastchange,hosts
0.04272179155900086,Zabbix server: Utilization of preprocessing worker processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.23936261843238588,Zabbix server: Utilization of LLD manager processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.23953488372093024,Zabbix server: Utilization of LLD worker processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.2755383290267011,Zabbix server: Utilization of alert syncer processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.3843238587424634,Zabbix server: Utilization of availability manager processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.3844099913867356,Zabbix server: Utilization of history poller processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.47002583979328166,Zabbix server: Utilization of report manager processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.4701119724375538,Zabbix server: Utilization of report writer processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.5086993970714901,Zabbix server: Utilization of service manager processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.5087855297157623,Zabbix server: Utilization of trigger housekeeper processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.5088716623600344,Zabbix server: Version has changed,0.0,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.6996554694229112,Zabbix server: Utilization of ODBC poller processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.8016365202411714,Linux: Configured max number of open filedescriptors is too low,0.0,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.8017226528854435,Linux: Configured max number of processes is too low,0.0,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.8018087855297158,Linux: High CPU utilization,0.25,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.801894918173988,Linux: System name has changed,0.0,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.8019810508182601,Linux: System time is out of sync,0.25,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.8020671834625323,Linux: Operating system description has changed,0.0,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.8021533161068045,Linux: {HOST.NAME} has been restarted,0.25,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.8022394487510767,Linux: /etc/passwd has been changed,0.0,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.8023255813953488,Linux: High memory utilization,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.802411714039621,Linux: Zabbix agent is not available,0.5,1.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.8024978466838932,Linux: Getting closer to process limit,0.25,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.8025839793281654,Linux: High swap space usage,0.25,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.8026701119724375,Linux: Lack of available memory,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.8027562446167097,Linux: Load average is too high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.8688199827734712,Linux: Number of installed packages has been changed,0.25,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.8742463393626184,Zabbix server: Utilization of connector manager processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.8743324720068906,Zabbix server: Utilization of connector worker processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.8796726959517657,Zabbix server: Utilization of discovery manager processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.8797588285960379,Zabbix server: Utilization of discovery worker processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.8806201550387597,Zabbix server: Utilization of agent poller processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.8807062876830318,Zabbix server: Utilization of http agent poller processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.8889750215331611,Zabbix server: Utilization of snmp poller processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.9204995693367787,Zabbix server: Utilization of browser poller processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.9205857019810508,Zabbix server: Utilization of configuration syncer worker processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.920671834625323,Zabbix server: Utilization of internal poller processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
0.9207579672695951,Zabbix server: Utilization of proxy group manager processes is high,0.5,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
1.0,Zabbix server: Wrong template assigned,1.0,0.0,"[{'hostid': '10084', 'name': 'Zabbix server'}]"
